"field" "block_n" "trt_id" "entropy" "lower_ci" "upper_ci" "sigma" "posterior_prob"
"37" 1 10 7 1.61818130049814 -1.8438438425 2.4119121025 1.22047822213247 0.996666666666667
"38" 1 10 8 1.81997825857617 -1.123924745 4.0461877675 1.49337659226153 0.986666666666667
"39" 1 10 9 1.74457236185048 -3.020286945 2.47894067749999 1.38490816231897 0.956666666666667
"40" 1 10 10 1.90841783066559 -2.20995163 3.85944568 1.63146649000253 0.996666666666667
"41" 1 10 11 1.69199148731868 -1.4078799175 3.677745805 1.31396982309031 0.996666666666667
"42" 1 10 12 1.77957006142811 -0.8466099985 4.64978129 1.43423488842517 0.996666666666667
"43" 1 10 13 2.07683582848906 1.4786595 8.231929925 1.93072831165403 1
"44" 1 10 14 1.69967152299685 2.30232528 6.88498291 1.32410000851211 1
"45" 1 10 15 2.04603706988573 -0.73896461325 5.6135359375 1.87217065672553 1
"46" 1 12 1 1.89885699317302 -6.0446046725 -0.854054560250001 1.6159426328073 NA
"47" 1 12 2 1.38655786489674 -3.5260168425 0.771666419999998 0.968137972480821 0.696666666666667
"48" 1 12 3 1.8672903569598 -5.8485317425 -0.4809668265 1.56572945957991 0.603333333333333
"49" 1 12 4 1.82972167518713 -2.9869482275 3.20904 1.50799829957518 0.96
"50" 1 12 5 2.50168002018416 -5.43064639 3.2890716525 2.95276342757159 0.583333333333333
"51" 1 12 6 1.95471448451564 -2.988952045 3.4143661775 1.70877365311684 0.853333333333333
"52" 1 12 7 2.1907829300366 -3.9529346 3.143044025 2.1637533956267 0.666666666666667
"53" 1 12 8 1.88516416997991 -3.521878135 2.1332610175 1.59396661626269 0.97
"54" 1 12 9 1.87960418814263 -3.364740315 2.54271617 1.58512878269139 0.97
"55" 1 12 10 1.82243649295961 -0.1925861135 5.854672205 1.49705217782252 1
"56" 1 12 11 2.06938415189308 -1.05959783 5.3730893775 1.9163946200242 1
"57" 1 12 12 2.1277353920063 0.28329499725 7.77037322 2.03154555152686 1
"58" 1 12 13 1.89070347458677 1.2613870275 8.060791225 1.60282058265224 1
"59" 1 12 14 1.78041700839989 0.5426074825 6.281526895 1.43545012386809 1
"60" 1 12 15 1.84493208601014 2.10424387 7.766697925 1.53111090373158 1
"61" 1 15 1 1.97549618960546 -5.9136361725 0.102152394274999 1.74465644462648 NA
"62" 1 15 2 1.79050534592067 -4.0215472225 1.3022371975 1.45000472161878 0.74
"63" 1 15 3 1.82378828977034 -4.5590740875 1.00657158 1.49907725662115 0.71
"64" 1 15 4 2.03215118748294 -2.7773306675 2.9220364775 1.84635357644987 0.926666666666667
"65" 1 15 5 2.42858370267091 -5.7545135175 3.9918458925 2.74462696476486 0.793333333333333
"66" 1 15 6 2.20165900175276 -3.4462214525 4.0167427475 2.18741497199292 0.94
"67" 1 15 7 2.16498903446624 -2.1761328825 6.29700949999999 2.10865541705748 0.973333333333333
"68" 1 15 8 1.75494113645264 -2.4802358725 2.4736554525 1.39934266764214 0.93
"69" 1 15 9 1.92468870471348 -1.6814891875 3.958386575 1.65822901014576 1
"70" 1 15 10 1.82116986494886 0.45857056575 5.9490238475 1.49515716998889 1
"71" 1 15 11 1.89763756300212 -3.0500160675 3.01651054 1.61397330457958 0.993333333333333
"72" 1 15 12 2.06775267129895 -1.15368206 6.52743821 1.91327060846598 1
"73" 1 15 13 1.64044005852162 0.294561007 5.669222775 1.24794915173731 1
"74" 1 15 14 2.01365435362208 0.88983977025 8.55857421249998 1.81251579178447 0.996666666666667
"75" 1 15 15 2.12885754883262 -0.0840616691249999 6.651794545 2.03382654381165 1
"76" 1 20 1 1.98211515666974 -7.3096720525 -0.3772362395 1.75624256996326 NA
"77" 1 20 2 1.90027831921583 -3.5279229775 1.2651352325 1.61824104716616 0.723333333333333
"78" 1 20 3 1.5600996121569 -4.28482784 -0.11174240075 1.15161013319909 0.803333333333333
"79" 1 20 4 1.94011827668997 -3.416921265 2.73614785 1.68401318183973 0.943333333333333
"80" 1 20 5 1.77074883104092 -4.94777858 0.6551611105 1.4216388101784 0.723333333333333
"81" 1 20 6 2.39455228845913 -4.3004127425 3.7415686175 2.65279487823235 0.956666666666667
"82" 1 20 7 2.03495262325917 -1.974581665 4.6476735275 1.85153326931541 0.99
"83" 1 20 8 1.97668576247218 -2.3358344125 3.548164195 1.74673307550173 0.99
"84" 1 20 9 1.90215173655708 -1.47683162 4.5549193375 1.62127552954469 0.993333333333333
"85" 1 20 10 1.5156041520431 -1.028618075 2.36896909 1.10149199386245 1
"86" 1 20 11 1.69324739063813 -0.164040558 4.7376130475 1.31562107884453 1
"87" 1 20 12 1.68419677208138 -0.5292138555 4.6397994775 1.30376761579432 1
"88" 1 20 13 1.31211493615152 1.1789121775 4.205311685 0.898684189547818 1
"89" 1 20 14 1.62559623415135 -1.362245865 3.7750094525 1.2295616219603 1
"90" 1 20 15 1.83152015349094 -0.87018709475 4.944980485 1.51071284209036 1
"91" 2 4 1 1.47992739407113 -5.7273310625 -2.0311915575 1.06288707448019 NA
"92" 2 4 2 2.20778488514335 -5.7065674575 1.2123765725 2.20085594793117 0.723333333333333
"93" 2 4 3 1.79370426632626 -2.9119988425 1.8328295025 1.45465059824394 0.966666666666667
"94" 2 4 4 2.06361593198007 -6.684048395 1.138774475 1.90537225469105 0.57
"95" 2 4 5 1.93035848002094 -5.2494094925 0.772752017499999 1.66765749949202 0.716666666666667
"96" 2 4 6 1.07614750379946 -2.0151962575 0.453020747249999 0.709786520574936 1
"97" 2 4 7 1.42141446524567 -1.2407597275 2.6421996325 1.00247899969198 1
"98" 2 4 8 1.65055959687827 -2.2852104375 2.62041554249999 1.26064193528352 1
"99" 2 4 9 1.69933252885959 -1.40496283 3.2698399775 1.3236512224443 1
"100" 2 4 10 1.58910942273692 -0.4251442425 3.67330784 1.18550742482033 1
"101" 2 4 11 2.29855212477283 -3.301534285 4.80445358 2.40996829440663 0.963333333333333
"102" 2 4 12 1.78932159975726 -0.58227775375 4.130095615 1.44828929960506 1
"103" 2 4 13 1.98435634223375 0.53920278175 6.6340693225 1.76018304948147 1
"104" 2 4 14 2.43062545225724 -2.91383796 5.28145485 2.75023653045028 0.923333333333333
"105" 2 4 15 1.80465607531235 2.6470734125 7.2603038025 1.47066921001705 1
"106" 2 6 1 1.74821801882918 -6.08133148 -0.181554046250001 1.38996627689893 NA
"107" 2 6 2 1.66673881902276 -2.073894 1.9102638625 1.2812040320263 0.956666666666667
"108" 2 6 3 1.7327587354141 -3.8330067725 0.15113438 1.3686436353221 0.633333333333333
"109" 2 6 4 1.50651405869614 -2.95834629 1.24033869 1.09152469926931 0.866666666666667
"110" 2 6 5 1.68748999033614 -3.475633675 0.34136635 1.30806828474052 0.776666666666667
"111" 2 6 6 2.29269628850148 -0.025877172 5.8912067 2.39589715401183 1
"112" 2 6 7 1.51388542275733 -2.202786665 0.834805184 1.09960045330327 0.903333333333333
"113" 2 6 8 1.86938105844381 -5.4125816025 0.551543700749992 1.56900635679792 0.703333333333333
"114" 2 6 9 1.97297889038639 -2.570646275 4.36573781 1.74027014545087 1
"115" 2 6 10 1.59634836653499 -0.737283647 3.142421825 1.19412038319005 0.986666666666667
"116" 2 6 11 1.55515563179773 0.351687302 4.747730605 1.14593064652303 0.993333333333333
"117" 2 6 12 1.32629591805938 -2.3857054825 0.49934309 0.911519205250399 0.866666666666667
"118" 2 6 13 1.58668665877216 2.616976445 6.4701064075 1.18263869668033 1
"119" 2 6 14 2.36795943827544 1.3057607525 9.51737157 2.58317924306094 1
"120" 2 6 15 1.35059352539257 2.376906075 6.3104257475 0.933938202011587 1
"121" 2 10 1 2.08926337420897 -8.10124002 0.0266807869499997 1.95487224016817 NA
"122" 2 10 2 1.73768075190578 -4.9957837825 1.1866244825 1.37539672764878 0.8
"123" 2 10 3 1.96391730176328 -4.9704551775 1.69273263249999 1.72457176684334 0.706666666666667
"124" 2 10 4 1.72218190995751 -3.00629737 1.790947295 1.35424401584921 0.916666666666667
"125" 2 10 5 1.99148010023118 -4.9923185175 2.7495295225 1.77276693662336 0.82
"126" 2 10 6 1.94624164207924 -4.2831018525 2.2949613875 1.69435664595805 0.833333333333333
"127" 2 10 7 1.93701106798924 -2.7463466125 4.0439347975 1.67878872237532 0.943333333333333
"128" 2 10 8 2.06522332282481 -6.14573449 1.25162505 1.90843739538866 0.46
"129" 2 10 9 1.84445009289397 -2.933234505 3.272293325 1.53037309663914 0.943333333333333
"130" 2 10 10 1.94974208920231 -0.66444821675 5.39914747 1.70029804451386 0.99
"131" 2 10 11 1.78861027357992 -1.3516969975 4.2849379125 1.44725945983332 0.993333333333333
"132" 2 10 12 1.88749551169982 -1.7096732575 4.36026386 1.59768703223072 0.97
"133" 2 10 13 2.14417200725572 -0.1007237859 7.276386975 2.06521321737948 1
"134" 2 10 14 2.16487804656207 0.67310128975 8.1567075 2.10842139479917 1
"135" 2 10 15 1.84901701037689 -0.40863409375 5.847314 1.53737816790555 0.993333333333333
"136" 2 12 1 2.07019269046653 -6.0509180575 0.814503990249999 1.91794472557205 NA
"137" 2 12 2 1.55261774873766 -4.7102570475 0.0509074983374975 1.14302609581121 0.536666666666667
"138" 2 12 3 1.50838506668339 -4.9343442625 -0.541985166250005 1.09356886242639 0.563333333333333
"139" 2 12 4 1.71920097092228 -4.225296225 1.1306451075 1.35021310792941 0.796666666666667
"140" 2 12 5 2.03960251837224 -3.1922666675 3.7162211475 1.86016275236308 0.906666666666667
"141" 2 12 6 1.62015748095658 -1.4225196175 3.313722265 1.22289249207584 0.966666666666667
"142" 2 12 7 2.37775636103001 -5.8303678425 2.18221558 2.6086108227681 0.546666666666667
"143" 2 12 8 1.50710065674808 0.14570610625 3.907331135 1.09216517336361 1
"144" 2 12 9 1.53956530364764 -1.83271927 1.7338479475 1.12820375479036 0.75
"145" 2 12 10 1.50855877079757 -0.2277232785 3.4272769575 1.09375883633608 1
"146" 2 12 11 1.8431149848722 -2.443109715 3.474074065 1.52833124659001 0.953333333333333
"147" 2 12 12 1.84922592927649 0.69747814475 5.84356611 1.53769938881405 1
"148" 2 12 13 1.99986097033616 0.6586368065 7.35209896 1.78768669901191 1
"149" 2 12 14 2.25563395783817 0.158005065775001 10.6810273 2.30872500122627 1
"150" 2 12 15 2.48194379003954 -1.0775601625 6.8791421325 2.89505832270717 1
"151" 2 15 1 2.00514886318574 -4.716742395 1.2456812225 1.79716483231609 NA
"152" 2 15 2 1.83852760667826 -4.3571232775 0.895295578249997 1.52133626972533 0.506666666666667
"153" 2 15 3 2.07836146169818 -5.6463409325 0.33319228 1.93367614296699 0.36
"154" 2 15 4 1.61457484146666 -3.047068285 1.369371075 1.21608454499605 0.736666666666667
"155" 2 15 5 1.89755259718858 -4.4633114475 0.837065596999997 1.61383617785034 0.55
"156" 2 15 6 2.2311151695297 -2.2973536575 4.4034030575 2.25280619372943 0.993333333333333
"157" 2 15 7 1.96155282897744 -3.041450315 1.901709995 1.72049888084501 0.666666666666667
"158" 2 15 8 2.18145901815385 -5.5295839175 1.71743325 2.14367251130583 0.683333333333333
"159" 2 15 9 2.1237914981033 -3.4598693975 3.0185152975 2.02354913029588 0.94
"160" 2 15 10 1.82984963860655 -1.430398365 3.9170798375 1.50819128054106 0.68
"161" 2 15 11 1.50131486534692 0.0827334150750002 3.8711637875 1.08586437861374 1
"162" 2 15 12 2.1886014446472 -0.8976282025 7.11198184 2.15903834398588 1
"163" 2 15 13 2.12125369086553 0.52840067275 6.23494228 2.01842026345743 1
"164" 2 15 14 1.9552069806205 1.5198279575 7.327578135 1.7096154247527 1
"165" 2 15 15 2.29507201581429 -1.03440828 6.205002035 2.40159591899474 0.71
"166" 2 20 1 1.44255130973873 -5.4583118725 -1.2017456925 1.02389376542577 NA
"167" 2 20 2 2.36586060815983 -5.46209455 2.5654147875 2.57776327425895 0.766666666666667
"168" 2 20 3 2.05182790660698 -5.9005159425 1.4533929325 1.88304354248192 0.783333333333333
"169" 2 20 4 1.79634747515885 -3.4029711925 1.87472636499999 1.45850062953035 0.953333333333333
"170" 2 20 5 2.01334619450999 -3.1509070425 3.364517195 1.81195733457867 0.96
"171" 2 20 6 1.68296692529005 -1.95807849 3.4668436625 1.30216516696065 0.97
"172" 2 20 7 1.85543527052881 -3.698961205 1.4003600675 1.54727719422038 0.96
"173" 2 20 8 2.04324621097362 -4.5090014275 3.6237568875 1.86695297685406 0.936666666666667
"174" 2 20 9 1.6654558358856 -3.736541725 1.5648729625 1.27956132286736 0.956666666666667
"175" 2 20 10 1.68989816455736 -0.4576513245 5.14409973999999 1.31122213705217 1
"176" 2 20 11 2.34049302239612 -2.22118155 5.9525002575 2.51319408806784 0.996666666666667
"177" 2 20 12 1.68111304967222 -1.258544555 5.03691572249999 1.29975335100139 0.99
"178" 2 20 13 1.7167788389258 0.974615391 6.14560618249999 1.34694667102624 1
"179" 2 20 14 1.52192414124157 1.742865595 6.200235385 1.10847545582335 1
"180" 2 20 15 2.0869984400043 0.12023381225 7.1237904925 1.9504495935581 1
"181" 3 4 1 2.05409185951207 -6.852871215 0.883038868999997 1.88731149377776 NA
"182" 3 4 2 1.81738273636406 -5.0153812 1.1373052325 1.48950552603765 0.903333333333333
"183" 3 4 3 2.1779020702677 -4.58052837 3.01825447 2.13606112457597 0.963333333333333
"184" 3 4 4 2.2288152203325 -6.278805325 1.039511045 2.24763080777646 0.723333333333333
"185" 3 4 5 1.65950600534174 -3.67890004 1.01289636 1.27197075351897 0.776666666666667
"186" 3 4 6 1.9478456257854 -2.223921545 2.74197211 1.69707654716606 1
"187" 3 4 7 1.82480377003206 -2.5490901875 3.45613937249999 1.50060031317209 0.98
"188" 3 4 8 1.627793964558 -3.957828305 1.157083365 1.23226683850321 0.863333333333333
"189" 3 4 9 1.49324140970509 -2.7062432325 1.5917602625 1.07713299436808 0.89
"190" 3 4 10 1.42568187985368 -0.5127629445 4.0440018475 1.00676613420369 1
"191" 3 4 11 1.91454857315467 -1.8026908025 3.4153865575 1.64149931383753 0.876666666666667
"192" 3 4 12 1.94049228171953 -0.66149722025 5.5884107675 1.68464312903394 0.973333333333333
"193" 3 4 13 2.07864547855937 -2.21736746 3.66444861 1.9342254175936 1
"194" 3 4 14 2.50354824268728 0.924434602 9.95024101 2.95828500281296 1
"195" 3 4 15 1.06392411393337 1.509958445 4.0809592875 0.701163332871358 1
"196" 3 6 1 1.86844080695092 -4.79074451 0.0842152732 1.56753178956925 NA
"197" 3 6 2 1.52182429745557 -5.88618503 -1.83624864 1.10836478696204 0.25
"198" 3 6 3 1.59380763219124 -0.8140132745 3.814757675 1.19109029148095 0.873333333333333
"199" 3 6 4 1.73036148640293 -4.9835413425 0.00213057962499936 1.36536658524259 0.496666666666667
"200" 3 6 5 1.49494051147236 -4.311800615 -0.0338601471350014 1.0789647086362 0.516666666666667
"201" 3 6 6 1.80426731823751 -1.9884967175 3.4567074875 1.47009758807514 0.883333333333333
"202" 3 6 7 2.20771849305595 -3.0524617075 2.785636565 2.2007098333612 0.923333333333333
"203" 3 6 8 1.85844372153873 -4.3927068825 0.56026524975 1.55193911091579 0.57
"204" 3 6 9 2.28151315333607 -1.305443985 5.6427726175 2.36925277383241 1
"205" 3 6 10 2.12694494952059 0.25904507425 6.0005731025 2.02994036609823 1
"206" 3 6 11 1.61653227427855 -1.08964314 2.323739845 1.21846728004754 1
"207" 3 6 12 0.860361770357181 2.7202414775 5.05444376499999 0.572022608606569 1
"208" 3 6 13 1.67052597484662 -0.5130328005 4.22174571 1.28606535081332 1
"209" 3 6 14 2.38894785355989 0.2933967765 7.67630833 2.63796904604814 1
"210" 3 6 15 1.73308760498171 1.6647761175 6.4105452475 1.36909381458374 1
"211" 3 10 1 2.06390882708643 -5.9431290125 0.296420526249996 1.90593041063684 NA
"212" 3 10 2 1.60944122122394 -2.7125769075 1.636280735 1.20985762575372 0.873333333333333
"213" 3 10 3 1.36173730175535 -3.441831995 -0.76035533275 0.944404006456884 0.816666666666667
"214" 3 10 4 1.37962536682346 -4.2429037425 -0.16608733225 0.96144956831321 0.876666666666667
"215" 3 10 5 2.03909511199547 -4.48950801 0.627032211 1.8592191333401 0.546666666666667
"216" 3 10 6 1.65957640033985 -1.70276807 2.78392762 1.27206029704944 1
"217" 3 10 7 1.73353129486816 -2.9629536925 3.077321555 1.3697014024432 0.97
"218" 3 10 8 1.76029690130009 -4.5498213625 0.90233056275 1.40685732331272 0.876666666666667
"219" 3 10 9 1.38489294775635 -1.2858824 1.8749824025 0.966527444046398 0.996666666666667
"220" 3 10 10 1.20919918073426 2.147369155 5.0076905625 0.810795550288201 1
"221" 3 10 11 1.7988898540481 0.30014025 5.413424065 1.46221340838628 1
"222" 3 10 12 2.01836596972774 -1.662852785 3.9496828225 1.82107582032942 0.983333333333333
"223" 3 10 13 1.75046134623714 1.829250065 6.083717765 1.39308792647593 1
"224" 3 10 14 1.33487121436438 1.589670575 5.4773577325 0.919369363132543 1
"225" 3 10 15 1.20848405014445 1.271384615 4.423903905 0.81021593286388 1
"226" 3 12 1 1.96802368841638 -6.052483985 0.0661069206999993 1.73166808547132 NA
"227" 3 12 2 1.83959293491186 -3.4580498075 1.80779754 1.52295785581362 0.66
"228" 3 12 3 1.84312419220086 -5.5420193775 0.626745602499999 1.52834531850287 0.713333333333333
"229" 3 12 4 1.57172887515643 -5.11508662 -0.934388468750002 1.1650806847921 0.46
"230" 3 12 5 1.91860736716043 -3.91041758 2.27892201249999 1.64817536059729 0.773333333333333
"231" 3 12 6 1.69778995589712 -1.869066625 3.2860933175 1.32161096788215 0.97
"232" 3 12 7 2.1095401541084 -4.9158472325 1.5506049275 1.99491535506673 0.646666666666667
"233" 3 12 8 2.17850578115275 -3.0155991825 4.5356785025 2.13735107726808 0.956666666666667
"234" 3 12 9 1.87467128860233 -2.0384224025 4.3758318225 1.57732875583918 0.976666666666667
"235" 3 12 10 1.72077341701392 -2.4821163775 3.0817947725 1.35233791538863 0.983333333333333
"236" 3 12 11 2.00966536800033 -0.58388489575 6.33524625 1.80530009357805 1
"237" 3 12 12 1.87162926179703 -1.165448095 4.10349287 1.57253777033095 1
"238" 3 12 13 1.68089877226991 1.4479557875 6.05531356 1.29947487306652 1
"239" 3 12 14 1.73234575533058 -0.19180536875 5.9333440975 1.36807852945604 1
"240" 3 12 15 1.94937927480145 -0.0790576185999999 6.4970521575 1.69968126379279 1
"241" 3 15 1 1.83985224503451 -4.102816235 1.1828609 1.5233528254096 NA
"242" 3 15 2 2.08571941519943 -4.776971755 2.26740603249999 1.94795651484193 0.703333333333333
"243" 3 15 3 2.01256059214085 -4.5528256425 1.2780788675 1.8105344156013 0.43
"244" 3 15 4 1.8542911919027 -3.7600352425 1.82818240999999 1.5455079996956 0.623333333333333
"245" 3 15 5 2.1239812186229 -5.4376157575 0.666785934749999 2.02393307550833 0.346666666666667
"246" 3 15 6 1.2210246995358 -1.0712158825 1.85278067 0.820440544443805 0.926666666666667
"247" 3 15 7 2.10788382604111 -4.336580285 4.213304405 1.99161385571007 0.783333333333333
"248" 3 15 8 2.35678639547141 -3.6069135875 3.3890530675 2.55447791000061 0.48
"249" 3 15 9 1.96533135334126 -3.09818114 2.76054469499999 1.72701212526128 0.823333333333333
"250" 3 15 10 1.82918662383455 -1.6343800325 4.3920966525 1.50719165886164 0.893333333333333
"251" 3 15 11 2.20697587666744 -3.1704810975 5.01575910749999 2.19907615684514 0.96
"252" 3 15 12 1.45237028467938 2.57921 6.1186761425 1.03399687255641 1
"253" 3 15 13 1.85594028666839 -0.47377641025 5.82088224 1.54805879151888 0.966666666666667
"254" 3 15 14 1.8620655569249 1.35435791 7.373316315 1.55757017013411 1
"255" 3 15 15 1.82314494895323 -0.35836954075 6.21611684999999 1.49811314919205 0.956666666666667
"256" 3 20 1 2.02525038606003 -7.594273925 -0.183115838 1.83365611876815 NA
"257" 3 20 2 2.17246146543933 -4.70933568 2.5685199925 2.12447121675075 0.77
"258" 3 20 3 1.94266039033738 -3.555063655 2.43235059 1.68829958067984 0.836666666666667
"259" 3 20 4 1.98074441884767 -5.172330105 1.8701831975 1.75383687101582 0.773333333333333
"260" 3 20 5 1.87040013469785 -2.8361771325 3.05512598 1.57060610891484 0.913333333333333
"261" 3 20 6 1.9661558902985 -3.6134075175 3.200969035 1.72843669780982 0.9
"262" 3 20 7 1.89394941489216 -3.105596855 2.9907493725 1.60803169548896 0.966666666666667
"263" 3 20 8 2.00873499663136 -3.825760535 4.40855477 1.803621275142 0.903333333333333
"264" 3 20 9 1.52394049043989 -2.6805674675 1.30452341 1.11071278427976 0.89
"265" 3 20 10 1.95765106262438 -1.5868766775 5.0582943025 1.71379897543381 0.96
"266" 3 20 11 2.05226030322708 -1.45374985 5.88267595249999 1.88385794020392 0.983333333333333
"267" 3 20 12 1.88719752002727 -1.856856455 3.47657809 1.59721100572926 0.946666666666667
"268" 3 20 13 2.07016135400384 -2.26663356 5.202839165 1.91788462491041 0.993333333333333
"269" 3 20 14 1.9034623260514 0.78218070275 6.9585095025 1.62340174921734 0.993333333333333
"270" 3 20 15 2.17616578567067 -0.421516966 7.428117315 2.13235553245924 1
"271" 4 4 1 1.91651076053096 -6.8072141075 -0.319484378500001 1.64472340517054 NA
"272" 4 4 2 1.01153932261359 -0.94995638325 1.3515476275 0.665378511125362 0.993333333333333
"273" 4 4 3 1.91212186180607 -5.2663313025 1.2939951875 1.6375206982522 0.55
"274" 4 4 4 1.64749597459266 -4.153770495 1.1381746075 1.2567857145744 0.833333333333333
"275" 4 4 5 1.60622012644034 -4.4204229775 -0.633380043500002 1.20596682934257 0.546666666666667
"276" 4 4 6 2.28503359603909 -2.4921791675 5.51538376999999 2.37760829140257 0.973333333333333
"277" 4 4 7 1.56186849930948 -1.737295805 2.58506693249999 1.15364900430331 0.96
"278" 4 4 8 2.08345285179203 -3.597310025 2.3498884275 1.94354634773589 0.913333333333333
"279" 4 4 9 1.6999055702537 -3.3766907825 0.85187866875 1.32440994675558 0.89
"280" 4 4 10 1.32194686769844 -1.66347958 1.7604680025 0.907563570184669 0.983333333333333
"281" 4 4 11 1.98798596198979 -1.1707826425 4.7437748325 1.76658345314126 1
"282" 4 4 12 1.93845451295444 -1.4056696925 3.684673115 1.68121371125222 1
"283" 4 4 13 1.65978627709493 -0.026100491925 3.5241538325 1.27232730095482 1
"284" 4 4 14 2.24517594056811 0.892269975 9.4178681675 2.28470612909327 1
"285" 4 4 15 1.55312954836023 0.6495220545 5.1979649 1.14361124586265 1
"286" 4 6 1 1.72054709699896 -7.21974719 -1.5341071975 1.35203188888266 NA
"287" 4 6 2 1.56527930545495 -4.5052974825 0.232132623249999 1.15759059559756 0.803333333333333
"288" 4 6 3 1.80459607510335 -5.5592249775 0.00098654560749991 1.47058097220426 0.933333333333333
"289" 4 6 4 1.96762549546211 -3.6100103925 2.5687965675 1.73097868470692 0.953333333333333
"290" 4 6 5 2.14942498673908 -5.612513845 1.0321252975 2.07609028353018 0.533333333333333
"291" 4 6 6 2.00397141173987 -1.8368409325 5.5956877975 1.7950500032844 0.98
"292" 4 6 7 1.63090113563183 -0.84583668525 3.68347599 1.23610165701234 1
"293" 4 6 8 2.03065420232793 -3.46016958 4.1928335125 1.84359168032953 0.96
"294" 4 6 9 1.58527274525092 -1.6924990825 3.61618918 1.18096772941634 0.996666666666667
"295" 4 6 10 1.96032996847047 -1.6719665975 5.082187995 1.71839623659365 1
"296" 4 6 11 1.56128301145463 0.862511422 5.60245145 1.15297375451709 1
"297" 4 6 12 1.49861882567499 0.73447181425 4.7836962425 1.08294078799968 1
"298" 4 6 13 1.65453097764058 -0.0256042358649999 5.6806260725 1.26565837892413 1
"299" 4 6 14 1.8778725987863 1.485907615 7.1018551575 1.58238636561821 1
"300" 4 6 15 1.90611183462014 -0.97431564275 5.346223565 1.62770866915353 1
"301" 4 10 1 1.77576152668974 -6.9640830725 -1.381444695 1.4287829435803 NA
"302" 4 10 2 1.78660401738074 -5.4028840925 -0.77543933025 1.44435879727927 0.663333333333333
"303" 4 10 3 1.79607349239346 -3.21149172 1.6255179075 1.45810108023187 0.916666666666667
"304" 4 10 4 1.47624849296592 -1.543780045 2.6224393375 1.0589840019582 1
"305" 4 10 5 1.56800000489584 -4.27967035 0.46752504325 1.16074433993363 0.836666666666667
"306" 4 10 6 1.46783768984242 -3.5997917675 1.4949668375 1.05011444832862 0.943333333333333
"307" 4 10 7 2.0740211327942 -2.988470395 3.5800215 1.92530153992559 0.95
